Woonplaats,State,StateFull,Constellation,Bloodtype,Pounds,Kilograms,FeetInches,Centimeters,Gender
Breda,NB,Noord-Brabant,Aries,A+,157.7,71.7,"6' 2""",187,male
Nieuwegein,UT,Utrecht,Cancer,B+,208.3,94.7,"5' 8""",172,male
Leidschendam,ZH,Zuid-Holland,Pisces,A+,232.3,105.6,"5' 8""",172,male
Spijkenisse,ZH,Zuid-Holland,Pisces,O+,251.7,114.4,"5' 10""",179,male
Lisse,ZH,Zuid-Holland,Gemini,O+,217.1,98.7,"5' 3""",160,female
Nijemirdum,FR,Friesland,Libra,O+,202.2,91.9,"5' 7""",171,male
Warmond,ZH,Zuid-Holland,Aries,A+,133.5,60.7,"5' 1""",156,female
Den Burg,NH,Noord-Holland,Aquarius,O+,114.4,52,"5' 3""",161,female
Wageningen,GE,Gelderland,Gemini,O+,253.7,115.3,"6' 0""",184,male
Leiden,ZH,Zuid-Holland,Leo,A+,227.9,103.6,"5' 5""",164,female
Zelhem,GE,Gelderland,Libra,B+,149.6,68,"5' 6""",168,female
Budel,NB,Noord-Brabant,Aries,AB+,149.2,67.8,"5' 9""",174,male
Vlaardingen,ZH,Zuid-Holland,Leo,O+,187.4,85.2,"5' 3""",159,female
Schoonhoven,ZH,Zuid-Holland,Capricorn,AB+,202.4,92,"4' 11""",150,female
Ter Hole,ZE,Zeeland,Taurus,AB+,185.2,84.2,"6' 2""",187,male
Nijmegen,GE,Gelderland,Scorpio,B+,131.3,59.7,"5' 11""",180,male
Nijland,FR,Friesland,Capricorn,A+,222.2,101,"6' 0""",183,male
Waalre,NB,Noord-Brabant,Taurus,O+,125.4,57,"5' 4""",163,female
Leidschendam,ZH,Zuid-Holland,Aries,O+,192.3,87.4,"5' 7""",171,male
Haarlem,NH,Noord-Holland,Gemini,O+,124.3,56.5,"5' 3""",161,female
Rotterdam,ZH,Zuid-Holland,Libra,O+,117,53.2,"4' 11""",150,female
Dordrecht,ZH,Zuid-Holland,Sagittarius,O+,179.3,81.5,"5' 10""",177,male
Maastricht,LI,Limburg,Gemini,O+,145,65.9,"6' 1""",185,male
Utrecht,UT,Utrecht,Libra,O+,118.1,53.7,"5' 3""",161,female
Bunnik,UT,Utrecht,Taurus,B+,175.6,79.8,"6' 2""",189,male
Tiel,GE,Gelderland,Cancer,O+,147.6,67.1,"5' 8""",173,male
Alkmaar,NH,Noord-Holland,Aquarius,O+,229.9,104.5,"5' 9""",174,female
Gemert,NB,Noord-Brabant,Sagittarius,AB+,219.8,99.9,"5' 5""",166,female
Zevenaar,GE,Gelderland,Pisces,A+,195.1,88.7,"5' 0""",152,female
Elst,UT,Utrecht,Libra,A+,193.6,88,"5' 9""",175,male
Keijenborg,GE,Gelderland,Cancer,O+,135.3,61.5,"5' 8""",173,male
Gramsbergen,OV,Overijssel,Virgo,B+,190.1,86.4,"5' 8""",173,male
Delft,ZH,Zuid-Holland,Pisces,A+,192.1,87.3,"5' 7""",170,male
Beverwijk,NH,Noord-Holland,Aries,AB+,150.7,68.5,"5' 4""",163,male
Boxtel,NB,Noord-Brabant,Aquarius,A-,242.4,110.2,"5' 9""",176,male
Groningen,GR,Groningen,Taurus,O-,128.3,58.3,"5' 7""",169,female
Vlaardingen,ZH,Zuid-Holland,Capricorn,A+,159.3,72.4,"5' 5""",166,female
Brummen,GE,Gelderland,Scorpio,O+,163.2,74.2,"5' 11""",181,male
Didam,GE,Gelderland,Capricorn,O+,214.7,97.6,"5' 2""",157,female
Schiedam,ZH,Zuid-Holland,Cancer,O+,136.4,62,"5' 7""",171,male
Lelystad,FL,Flevoland,Taurus,B+,246,111.8,"5' 11""",180,male
Itens,FR,Friesland,Gemini,B+,187.2,85.1,"5' 7""",169,female
Nijeholtpade,FR,Friesland,Libra,B-,143.4,65.2,"5' 1""",154,female
Leeuwarden,FR,Friesland,Virgo,O+,132.2,60.1,"5' 7""",170,female
Enschede,OV,Overijssel,Taurus,O+,222.9,101.3,"4' 11""",151,female
Heerenveen,FR,Friesland,Scorpio,O+,185.7,84.4,"5' 7""",170,female
Rotterdam,ZH,Zuid-Holland,Aquarius,O+,202.4,92,"6' 0""",184,male
Terheijden,NB,Noord-Brabant,Virgo,A+,131.8,59.9,"5' 0""",153,female
Hilversum,NH,Noord-Holland,Gemini,A+,141,64.1,"5' 5""",166,female
Nederweert-Eind,LI,Limburg,Cancer,B+,163.2,74.2,"5' 5""",165,male
Sevenum,LI,Limburg,Pisces,A+,193.4,87.9,"5' 5""",166,female
Ermelo,GE,Gelderland,Scorpio,A+,148.3,67.4,"5' 0""",153,female
Lewedorp,ZE,Zeeland,Capricorn,A+,169,76.8,"6' 0""",184,male
Wezep,GE,Gelderland,Cancer,O+,167.2,76,"5' 4""",162,female
Sint Willebrord,NB,Noord-Brabant,Libra,O-,168.7,76.7,"5' 3""",159,female
Katwijk,ZH,Zuid-Holland,Sagittarius,O+,150.9,68.6,"5' 11""",181,male
Wehl,GE,Gelderland,Virgo,O+,109.1,49.6,"5' 4""",163,female
Axel,ZE,Zeeland,Scorpio,B+,152,69.1,"6' 0""",184,male
Rotterdam,ZH,Zuid-Holland,Gemini,O+,188.8,85.8,"5' 5""",166,female
Duiven,GE,Gelderland,Aries,A+,156.4,71.1,"5' 1""",155,female
Zevenhoven,ZH,Zuid-Holland,Virgo,A+,202,91.8,"5' 7""",170,female
Groningen,GR,Groningen,Capricorn,O+,138.2,62.8,"5' 5""",164,female
Amsterdam,NH,Noord-Holland,Gemini,O+,165.9,75.4,"6' 3""",190,male
Uden,NB,Noord-Brabant,Gemini,O+,221.5,100.7,"5' 4""",162,female
Amsterdam,NH,Noord-Holland,Pisces,O-,127.8,58.1,"5' 3""",159,female
Alphen aan den Rijn,ZH,Zuid-Holland,Sagittarius,A+,178.4,81.1,"5' 4""",163,female
Munstergeleen,LI,Limburg,Aries,B+,214.3,97.4,"5' 7""",169,female
Rotterdam,ZH,Zuid-Holland,Libra,B-,230.6,104.8,"6' 2""",187,male
Nijmegen,GE,Gelderland,Taurus,O+,152.5,69.3,"5' 9""",174,male
Vlaardingen,ZH,Zuid-Holland,Aquarius,AB+,134,60.9,"6' 0""",183,male
Hantumhuizen,FR,Friesland,Sagittarius,B+,190.7,86.7,"5' 4""",162,female
Zeewolde,FL,Flevoland,Libra,B+,205.5,93.4,"5' 1""",154,female
Amsterdam,NH,Noord-Holland,Gemini,O+,169.8,77.2,"5' 9""",176,male
Maastricht,LI,Limburg,Pisces,A+,226.4,102.9,"5' 3""",159,female
Bunschoten-Spakenburg,UT,Utrecht,Virgo,B+,132.7,60.3,"5' 10""",179,male
Amersfoort,UT,Utrecht,Pisces,B-,221.5,100.7,"5' 7""",171,male
Winsum,FR,Friesland,Taurus,A+,157.7,71.7,"5' 5""",164,female
Nijmegen,GE,Gelderland,Capricorn,A+,182.2,82.8,"6' 1""",185,male
Asten,NB,Noord-Brabant,Libra,AB+,228.8,104,"5' 11""",180,male
Arnhem,GE,Gelderland,Leo,A+,125.2,56.9,"6' 3""",190,male
Leusden,UT,Utrecht,Virgo,A+,233.6,106.2,"5' 7""",171,male
Uithoorn,NH,Noord-Holland,Sagittarius,B+,150.3,68.3,"6' 0""",183,male
Doorn,UT,Utrecht,Virgo,B+,178.6,81.2,"5' 9""",174,male
Zutphen,GE,Gelderland,Aries,B+,169.2,76.9,"5' 1""",156,female
Wijchen,GE,Gelderland,Gemini,B+,200.2,91,"5' 4""",163,female
Waalre,NB,Noord-Brabant,Taurus,A+,175.6,79.8,"6' 0""",184,male
Den Haag,ZH,Zuid-Holland,Leo,A+,223.5,101.6,"5' 10""",178,male
Eindhoven,NB,Noord-Brabant,Libra,O+,225.3,102.4,"5' 6""",167,male
Veenendaal,UT,Utrecht,Gemini,O+,181.1,82.3,"5' 6""",168,male
Middenmeer,NH,Noord-Holland,Leo,A+,218.9,99.5,"6' 0""",183,male
Amersfoort,UT,Utrecht,Libra,B+,207.9,94.5,"6' 0""",182,male
Venray,LI,Limburg,Sagittarius,A+,138.8,63.1,"5' 6""",168,male
Vriezenveen,OV,Overijssel,Aries,A+,217.8,99,"5' 2""",157,female
Muiden,NH,Noord-Holland,Aquarius,O+,218,99.1,"5' 3""",160,female
Bedum,GR,Groningen,Virgo,B+,133.3,60.6,"6' 0""",183,male
Nieuw-Beijerland,ZH,Zuid-Holland,Aries,B+,192.3,87.4,"5' 2""",157,female
Den Haag,ZH,Zuid-Holland,Taurus,B+,143,65,"6' 2""",187,male
Eindhoven,NB,Noord-Brabant,Gemini,A+,152.2,69.2,"5' 10""",177,male
Joure,FR,Friesland,Gemini,A+,166.1,75.5,"5' 3""",160,female
Eindhoven,NB,Noord-Brabant,Taurus,A+,170.3,77.4,"5' 3""",159,female
Wilp,GE,Gelderland,Scorpio,O+,134.9,61.3,"5' 5""",166,female
Baarn,UT,Utrecht,Sagittarius,O+,166.1,75.5,"6' 0""",183,male
Delft,ZH,Zuid-Holland,Aries,A+,199.8,90.8,"5' 7""",170,female
Den Haag,ZH,Zuid-Holland,Aquarius,O+,115.1,52.3,"5' 1""",154,female
Amsterdam,NH,Noord-Holland,Capricorn,B+,199.3,90.6,"5' 6""",168,male
Bovenkarspel,NH,Noord-Holland,Cancer,A+,169.6,77.1,"5' 7""",169,female
Amsterdam,NH,Noord-Holland,Taurus,A+,184.6,83.9,"5' 8""",173,female
Weesp,NH,Noord-Holland,Scorpio,A+,234.7,106.7,"6' 2""",189,male
Deurne,NB,Noord-Brabant,Leo,A+,121.9,55.4,"5' 9""",174,female
Oosterhout,NB,Noord-Brabant,Aries,A+,201.7,91.7,"5' 8""",172,male
Bussum,NH,Noord-Holland,Capricorn,B+,206.1,93.7,"5' 6""",167,female
Roosendaal,NB,Noord-Brabant,Libra,A+,220.7,100.3,"6' 0""",183,male
Amsterdam-Zuidoost,NH,Noord-Holland,Aries,O+,186.6,84.8,"5' 5""",164,female
Wassenaar,ZH,Zuid-Holland,Pisces,O+,238.7,108.5,"5' 6""",168,male
Noordwijk,ZH,Zuid-Holland,Virgo,B+,243.1,110.5,"6' 1""",186,male
Leiden,ZH,Zuid-Holland,Sagittarius,O-,204.4,92.9,"5' 7""",169,female
Utrecht,UT,Utrecht,Cancer,B+,117.9,53.6,"5' 5""",165,female
Utrecht,UT,Utrecht,Cancer,A+,201.1,91.4,"6' 1""",186,male
Nederhorst den Berg,NH,Noord-Holland,Leo,O+,117.3,53.3,"5' 5""",165,female
Hoevelaken,GE,Gelderland,Virgo,B+,157.3,71.5,"5' 6""",167,female
Rotterdam,ZH,Zuid-Holland,Capricorn,A-,210.8,95.8,"5' 3""",161,female
Enkhuizen,NH,Noord-Holland,Scorpio,A+,178.6,81.2,"5' 8""",173,male
Veenendaal,UT,Utrecht,Sagittarius,AB+,181.9,82.7,"5' 1""",156,female
Hoogvliet,ZH,Zuid-Holland,Aries,B+,192.3,87.4,"5' 8""",172,female
Wijchen,GE,Gelderland,Gemini,B+,251.9,114.5,"5' 9""",176,male
Vlaardingen,ZH,Zuid-Holland,Pisces,O-,158.2,71.9,"5' 8""",172,male
Enschede,OV,Overijssel,Capricorn,O+,150.5,68.4,"5' 4""",163,female
Giesbeek,GE,Gelderland,Gemini,B+,183.5,83.4,"5' 7""",170,female
Den Helder,NH,Noord-Holland,Scorpio,B+,228.6,103.9,"6' 0""",182,male
Eefde,GE,Gelderland,Taurus,O+,158,71.8,"5' 11""",181,male
Almere,FL,Flevoland,Pisces,A+,152.2,69.2,"5' 5""",166,female
Luttenberg,OV,Overijssel,Virgo,O+,234.7,106.7,"5' 9""",176,male
Almelo,OV,Overijssel,Libra,O+,221.3,100.6,"5' 6""",168,male
Valkenswaard,NB,Noord-Brabant,Cancer,A+,198.2,90.1,"5' 3""",159,female
Dalfsen,OV,Overijssel,Aries,O+,191.6,87.1,"5' 7""",170,female
Wijchen,GE,Gelderland,Gemini,B+,134.6,61.2,"5' 11""",181,male
Maastricht,LI,Limburg,Virgo,B+,207.2,94.2,"5' 2""",157,female
Someren,NB,Noord-Brabant,Libra,B+,217.4,98.8,"5' 11""",181,male
Badhoevedorp,NH,Noord-Holland,Aquarius,A+,212.3,96.5,"5' 8""",173,male
Heemstede,NH,Noord-Holland,Aquarius,A+,156.9,71.3,"5' 10""",179,male
Eerbeek,GE,Gelderland,Gemini,B+,191.2,86.9,"5' 9""",176,male
Beverwijk,NH,Noord-Holland,Leo,O+,196.9,89.5,"5' 1""",155,female
Alkmaar,NH,Noord-Holland,Libra,A+,191.4,87,"5' 7""",170,male
Rotterdam,ZH,Zuid-Holland,Scorpio,AB+,148.7,67.6,"5' 1""",155,female
Veldhoven,NB,Noord-Brabant,Scorpio,B+,135.3,61.5,"5' 1""",154,female
Alkmaar,NH,Noord-Holland,Aries,O+,189.4,86.1,"5' 7""",170,female
Obdam,NH,Noord-Holland,Libra,B+,192.9,87.7,"5' 4""",162,female
Leiden,ZH,Zuid-Holland,Gemini,A-,185,84.1,"5' 1""",156,female
Wijchen,GE,Gelderland,Leo,A+,163.2,74.2,"5' 1""",155,female
Leiden,ZH,Zuid-Holland,Scorpio,B+,155.1,70.5,"5' 6""",167,female
Menaam,FR,Friesland,Cancer,A+,122.1,55.5,"5' 6""",168,female
Groningen,GR,Groningen,Taurus,A-,196.2,89.2,"5' 1""",154,female
Bergschenhoek,ZH,Zuid-Holland,Aries,A+,209.4,95.2,"5' 11""",181,male
Rotterdam,ZH,Zuid-Holland,Pisces,A+,206.8,94,"5' 7""",170,male
Woudsend,FR,Friesland,Libra,O+,159.9,72.7,"6' 0""",182,male
Grou,FR,Friesland,Gemini,O+,240.9,109.5,"5' 6""",168,male
Almere,FL,Flevoland,Scorpio,O+,202.8,92.2,"5' 7""",170,male
Nijmegen,GE,Gelderland,Taurus,A+,155.1,70.5,"5' 7""",169,male
s-Hertogenbosch,NB,Noord-Brabant,Aries,O+,153.1,69.6,"6' 1""",185,male
Oosterwolde,FR,Friesland,Capricorn,A+,173.6,78.9,"5' 6""",168,male
Formerum,FR,Friesland,Cancer,O+,197.1,89.6,"5' 0""",153,female
Bussum,NH,Noord-Holland,Sagittarius,B+,143.9,65.4,"5' 2""",158,female
Spanbroek,NH,Noord-Holland,Pisces,O+,164.8,74.9,"5' 2""",157,female
Terborg,GE,Gelderland,Cancer,AB+,211.6,96.2,"5' 3""",159,female
Amsterdam-Zuidoost,NH,Noord-Holland,Leo,O+,218.2,99.2,"5' 4""",162,female
Houten,UT,Utrecht,Capricorn,B+,203.7,92.6,"5' 10""",177,male
Naaldwijk,ZH,Zuid-Holland,Scorpio,O+,208.6,94.8,"4' 11""",151,female
Enkhuizen,NH,Noord-Holland,Capricorn,B+,161,73.2,"5' 6""",168,female
Leiderdorp,ZH,Zuid-Holland,Scorpio,O+,206.8,94,"5' 0""",153,female
Enschede,OV,Overijssel,Leo,A-,173.4,78.8,"5' 1""",156,female
Rotterdam,ZH,Zuid-Holland,Cancer,O+,172,78.2,"5' 5""",165,female
s-Gravenzande,ZH,Zuid-Holland,Leo,O+,183,83.2,"5' 6""",168,male
Delft,ZH,Zuid-Holland,Leo,B+,172,78.2,"5' 10""",177,male
Middelharnis,ZH,Zuid-Holland,Pisces,AB+,135.1,61.4,"5' 8""",172,female
Papendrecht,ZH,Zuid-Holland,Virgo,B+,149.4,67.9,"6' 0""",183,male
Middelburg,ZE,Zeeland,Gemini,A-,132.9,60.4,"5' 1""",154,female
Leerdam,ZH,Zuid-Holland,Taurus,A+,126.5,57.5,"6' 1""",186,male
Dongen,NB,Noord-Brabant,Scorpio,O+,244.4,111.1,"5' 11""",180,male
Spaubeek,LI,Limburg,Aries,AB+,214.9,97.7,"5' 0""",153,female
Amersfoort,UT,Utrecht,Aries,O-,139.9,63.6,"5' 5""",166,female
Assen,DR,Drenthe,Gemini,B+,210.8,95.8,"5' 2""",158,female
Limmen,NH,Noord-Holland,Leo,O+,114.2,51.9,"5' 8""",172,female
Hoorn,NH,Noord-Holland,Pisces,B-,198,90,"5' 1""",155,female
Den Haag,ZH,Zuid-Holland,Gemini,O+,164.6,74.8,"5' 10""",177,male
Zwolle,OV,Overijssel,Cancer,B+,157.7,71.7,"5' 8""",173,male
Sassenheim,ZH,Zuid-Holland,Aquarius,O+,187.4,85.2,"5' 3""",160,female
Wassenaar,ZH,Zuid-Holland,Cancer,O+,217.6,98.9,"6' 0""",184,male
Huizen,NH,Noord-Holland,Leo,O+,246,111.8,"6' 0""",184,male
Vlaardingen,ZH,Zuid-Holland,Leo,O+,198,90,"6' 0""",183,male
Well,GE,Gelderland,Leo,O+,122.3,55.6,"5' 1""",154,female
Vianen,UT,Utrecht,Scorpio,B+,233.9,106.3,"5' 11""",181,male
Sibculo,OV,Overijssel,Scorpio,A-,209.9,95.4,"5' 4""",163,female
Arnhem,GE,Gelderland,Gemini,O+,171.4,77.9,"5' 1""",156,female
Groningen,GR,Groningen,Sagittarius,O-,177.5,80.7,"5' 9""",174,male
Veenendaal,UT,Utrecht,Sagittarius,A-,108.2,49.2,"5' 9""",175,female
Zevenaar,GE,Gelderland,Aries,A+,146.5,66.6,"5' 9""",176,male
Den Haag,ZH,Zuid-Holland,Scorpio,A+,137.9,62.7,"5' 4""",162,female
Woerden,UT,Utrecht,Gemini,AB+,215.4,97.9,"6' 0""",182,male
Aalst,GE,Gelderland,Aries,A-,195.1,88.7,"5' 6""",168,female
Eindhoven,NB,Noord-Brabant,Gemini,B+,233.2,106,"5' 10""",177,male
Rhenen,UT,Utrecht,Leo,A+,221.8,100.8,"5' 3""",161,female
Lienden,GE,Gelderland,Libra,O+,129.8,59,"6' 1""",185,male
Ruurlo,GE,Gelderland,Aquarius,O+,133.3,60.6,"5' 11""",181,male
Dieren,GE,Gelderland,Capricorn,A+,146.1,66.4,"5' 10""",179,male
Tilburg,NB,Noord-Brabant,Libra,B+,176.7,80.3,"5' 5""",165,male
Sint Annaparochie,FR,Friesland,Sagittarius,A+,225.9,102.7,"5' 0""",152,female
Stellendam,ZH,Zuid-Holland,Taurus,O+,126.7,57.6,"5' 1""",156,female
Goënga,FR,Friesland,Sagittarius,A+,242.9,110.4,"5' 8""",173,male
Tienhoven,UT,Utrecht,Aries,A+,228.6,103.9,"5' 1""",156,female
Dreischor,ZE,Zeeland,Aries,A+,178.9,81.3,"5' 10""",179,male
Hem,NH,Noord-Holland,Libra,A-,156.9,71.3,"5' 8""",173,male
Rotterdam,ZH,Zuid-Holland,Scorpio,A+,230.8,104.9,"5' 8""",172,male
Gaanderen,GE,Gelderland,Aries,O+,169.8,77.2,"5' 3""",159,female
Zaandam,NH,Noord-Holland,Aquarius,AB+,174.2,79.2,"5' 9""",175,female
Steenwijk,OV,Overijssel,Scorpio,AB+,156.6,71.2,"5' 11""",180,male
t Zand,NH,Noord-Holland,Scorpio,O+,213.4,97,"5' 9""",175,female
Rockanje,ZH,Zuid-Holland,Virgo,B+,213.8,97.2,"5' 7""",169,female
Stramproy,LI,Limburg,Capricorn,A+,234.3,106.5,"5' 7""",170,female
Delft,ZH,Zuid-Holland,Pisces,A-,231.7,105.3,"5' 5""",164,female
Heeswijk-Dinther,NB,Noord-Brabant,Gemini,B+,134.2,61,"5' 5""",164,female
Westzaan,NH,Noord-Holland,Capricorn,A+,172,78.2,"5' 5""",165,female
Workum,FR,Friesland,Leo,B+,114.6,52.1,"5' 1""",154,female
Velsen-Zuid,NH,Noord-Holland,Aquarius,B+,162.1,73.7,"5' 5""",166,female
Amsterdam,NH,Noord-Holland,Scorpio,O+,227.7,103.5,"5' 10""",179,male
Oud-Beijerland,ZH,Zuid-Holland,Virgo,A+,194,88.2,"6' 0""",183,male
Arcen,LI,Limburg,Pisces,A+,122.8,55.8,"5' 7""",169,female
Hoogmade,ZH,Zuid-Holland,Aries,O-,210.1,95.5,"5' 7""",169,male
Haarlem,NH,Noord-Holland,Cancer,A+,198.4,90.2,"5' 8""",173,male
Oosterhout,NB,Noord-Brabant,Libra,O-,207.7,94.4,"6' 2""",187,male
Nijmegen,GE,Gelderland,Aquarius,O+,171.2,77.8,"5' 6""",167,male
Zwolle,OV,Overijssel,Libra,B+,128.7,58.5,"5' 7""",169,female
Baak,GE,Gelderland,Taurus,B+,113.7,51.7,"5' 6""",168,female
Maasland,ZH,Zuid-Holland,Aries,AB+,225.9,102.7,"5' 8""",172,male
Uithoorn,NH,Noord-Holland,Gemini,B+,230.3,104.7,"5' 9""",175,male
s-Hertogenbosch,NB,Noord-Brabant,Pisces,AB+,179.5,81.6,"5' 7""",171,female
Heeze,NB,Noord-Brabant,Aries,O-,214.1,97.3,"5' 4""",163,female
Drempt,GE,Gelderland,Scorpio,O+,137.5,62.5,"5' 7""",169,female
Noordwijkerhout,ZH,Zuid-Holland,Taurus,O+,221.5,100.7,"5' 3""",160,female
Bergen,NH,Noord-Holland,Cancer,A-,240.5,109.3,"6' 0""",184,male
Alphen,NB,Noord-Brabant,Sagittarius,O+,126.7,57.6,"5' 6""",167,male
Zutphen,GE,Gelderland,Pisces,O+,180.2,81.9,"5' 9""",174,female
Veendam,GR,Groningen,Cancer,B+,216.5,98.4,"5' 7""",171,male
Zutphen,GE,Gelderland,Virgo,O+,170.1,77.3,"5' 10""",177,male
Veldhoven,NB,Noord-Brabant,Gemini,O+,135.3,61.5,"5' 0""",153,female
Elsloo,FR,Friesland,Gemini,O+,174.7,79.4,"5' 1""",154,female
Nootdorp,ZH,Zuid-Holland,Pisces,O-,193.6,88,"6' 1""",186,male
Groningen,GR,Groningen,Sagittarius,A+,132.7,60.3,"5' 4""",162,female
Leeuwarden,FR,Friesland,Aries,A+,191,86.8,"5' 7""",170,male
Wormerveer,NH,Noord-Holland,Pisces,B+,144.1,65.5,"5' 1""",156,female
Terneuzen,ZE,Zeeland,Pisces,O-,121.9,55.4,"5' 2""",157,female
Nederweert,LI,Limburg,Aries,A+,163.9,74.5,"5' 8""",173,female
Goes,ZE,Zeeland,Sagittarius,O+,154.4,70.2,"5' 4""",162,female
Sambeek,NB,Noord-Brabant,Virgo,B+,217.4,98.8,"5' 7""",169,male
Den Haag,ZH,Zuid-Holland,Gemini,A+,148.3,67.4,"5' 8""",172,male
Capelle aan den IJssel,ZH,Zuid-Holland,Scorpio,A+,120.8,54.9,"5' 4""",163,female
Amsterdam,NH,Noord-Holland,Aries,B+,174,79.1,"6' 3""",190,male
Zwolle,OV,Overijssel,Sagittarius,O+,167.4,76.1,"6' 0""",184,male
Duiven,GE,Gelderland,Aries,A-,211.9,96.3,"5' 7""",171,female
Tilburg,NB,Noord-Brabant,Gemini,O+,194.3,88.3,"5' 4""",162,female
Spijkenisse,ZH,Zuid-Holland,Virgo,AB+,237.6,108,"5' 2""",158,female
Lexmond,ZH,Zuid-Holland,Capricorn,O+,174.5,79.3,"6' 2""",187,male
Amsterdam,NH,Noord-Holland,Libra,B+,159.1,72.3,"5' 10""",177,male
Maarssen,UT,Utrecht,Leo,A+,215.6,98,"5' 1""",156,female
Sittard,LI,Limburg,Leo,A+,216.9,98.6,"5' 7""",171,male
Smilde,DR,Drenthe,Virgo,O-,177.8,80.8,"5' 9""",176,male
Helmond,NB,Noord-Brabant,Virgo,A+,214.1,97.3,"5' 10""",177,male
Oosterwolde,FR,Friesland,Gemini,A+,220.4,100.2,"5' 10""",177,male
Zaandam,NH,Noord-Holland,Taurus,B+,215.6,98,"6' 0""",182,male
Rotterdam,ZH,Zuid-Holland,Pisces,O+,141.7,64.4,"5' 7""",170,male
Haarlem,NH,Noord-Holland,Cancer,B+,212.7,96.7,"5' 6""",168,male
Haarlem,NH,Noord-Holland,Gemini,A+,147.6,67.1,"5' 7""",169,male
Veghel,NB,Noord-Brabant,Leo,A+,164.3,74.7,"5' 5""",165,male
Neerkant,NB,Noord-Brabant,Sagittarius,A+,178,80.9,"5' 1""",156,female
Leiden,ZH,Zuid-Holland,Aquarius,O-,222.6,101.2,"5' 3""",161,female
Beverwijk,NH,Noord-Holland,Leo,A+,209.7,95.3,"5' 5""",164,female
Leerdam,ZH,Zuid-Holland,Gemini,A+,125,56.8,"6' 1""",185,male
Oostzaan,NH,Noord-Holland,Scorpio,B+,227,103.2,"5' 4""",163,female
Gilze,NB,Noord-Brabant,Aquarius,A+,246.2,111.9,"5' 10""",177,male
Leusden,UT,Utrecht,Leo,A+,185,84.1,"5' 10""",177,male
Drachten,FR,Friesland,Cancer,O+,232.3,105.6,"5' 8""",172,female
Rijen,NB,Noord-Brabant,Virgo,B+,204.4,92.9,"5' 5""",166,male
Rotterdam,ZH,Zuid-Holland,Pisces,A+,188.3,85.6,"4' 11""",151,female
Nijmegen,GE,Gelderland,Sagittarius,A+,130.9,59.5,"5' 3""",160,female
Paterswolde,DR,Drenthe,Libra,O+,125.6,57.1,"5' 1""",155,female
Delft,ZH,Zuid-Holland,Leo,B+,152.5,69.3,"5' 7""",170,female
Zwijndrecht,ZH,Zuid-Holland,Aquarius,A+,169.6,77.1,"5' 3""",161,female
Lageland,GR,Groningen,Scorpio,O-,221.3,100.6,"6' 0""",183,male
Zwartsluis,OV,Overijssel,Sagittarius,B+,145.9,66.3,"5' 8""",172,male
Hilversum,NH,Noord-Holland,Capricorn,A+,233.2,106,"6' 1""",186,male
Amsterdam,NH,Noord-Holland,Taurus,A+,164.8,74.9,"6' 0""",182,male
Bruinisse,ZE,Zeeland,Libra,O+,156.6,71.2,"5' 5""",166,male
Brouwershaven,ZE,Zeeland,Aquarius,O+,239.4,108.8,"5' 9""",174,male
Meppel,DR,Drenthe,Aries,O+,197.1,89.6,"5' 8""",172,female
Nes,FR,Friesland,Taurus,O+,184.4,83.8,"5' 6""",168,male
Roosendaal,NB,Noord-Brabant,Pisces,O+,215.8,98.1,"5' 10""",178,male
Deventer,OV,Overijssel,Pisces,O+,219.8,99.9,"5' 5""",164,male
Arnhem,GE,Gelderland,Leo,A-,162.4,73.8,"5' 3""",160,female
Den Haag,ZH,Zuid-Holland,Pisces,O+,225.5,102.5,"5' 9""",174,female
Nieuwkoop,ZH,Zuid-Holland,Taurus,B+,172.3,78.3,"5' 7""",170,male
Nieuw-Weerdinge,DR,Drenthe,Taurus,B+,224.8,102.2,"5' 5""",166,female
Hengelo,OV,Overijssel,Sagittarius,O+,227.5,103.4,"5' 11""",180,male
Almere,FL,Flevoland,Taurus,A+,230.8,104.9,"5' 1""",156,female
Zaandam,NH,Noord-Holland,Libra,B+,174.5,79.3,"5' 2""",157,female
Veghel,NB,Noord-Brabant,Sagittarius,A+,193.4,87.9,"5' 0""",152,female
Woubrugge,ZH,Zuid-Holland,Aries,O+,154.9,70.4,"5' 0""",152,female
Sliedrecht,ZH,Zuid-Holland,Cancer,B+,151.1,68.7,"5' 8""",173,male
Brunssum,LI,Limburg,Scorpio,A+,190.7,86.7,"5' 1""",155,female
Haarlem,NH,Noord-Holland,Virgo,O+,161.3,73.3,"5' 1""",155,female
Lelystad,FL,Flevoland,Virgo,O+,217.4,98.8,"5' 6""",168,male
Pijnacker,ZH,Zuid-Holland,Pisces,A+,101.2,46,"5' 3""",161,female
Utrecht,UT,Utrecht,Scorpio,O+,196,89.1,"5' 8""",173,male
Kesteren,GE,Gelderland,Scorpio,A+,153.3,69.7,"5' 10""",179,male
Voorthuizen,GE,Gelderland,Scorpio,O+,188.5,85.7,"5' 6""",168,male
Veldhoven,NB,Noord-Brabant,Aquarius,A+,187.2,85.1,"6' 0""",183,male
Leersum,UT,Utrecht,Virgo,B+,182.4,82.9,"5' 8""",172,male
Helmond,NB,Noord-Brabant,Libra,O+,229,104.1,"5' 3""",161,female
Leerdam,ZH,Zuid-Holland,Libra,A+,201.1,91.4,"5' 4""",163,female
Barneveld,GE,Gelderland,Aquarius,O+,226.4,102.9,"5' 11""",180,male
